No_Hit,Age,Ever_Bankruptcy,Months_Since_Bankruptcy,Ever_Collection,Unpaid_Collection_Trades,Unpaid_Collection_Balance,Counseling_Last_12M,Unpaid_CO_84M,Delinq_90D_12M,Delinq_60D_12M,Delinq_60D_Curr,Delinq_30D_3M,Delinq_30D_Curr,Checking_Asset,Card_Inquiry_12M,Card_Open_24M,Personal_Loan,Unsecured_Debt,Revolving_Util,Income,Auth_User_Only,Student,Student_Loan_Amt,Ever_ChargeOff,ChargeOff_Balance,FICO_V
0,18,0,0,1,0,0,1,0,1,1,0,1,0,430,0,0.0,0,444.8,0.2534320275604839,40253,0,0,0.0,1,,548.0
0,21,0,0,0,0,0,1,0,0,1,0,1,1,2470,0,2.0,0,536.0,0.3620728671662178,53609,0,1,5488.0,0,,649.0
1,24,0,0,0,0,0,1,0,0,0,0,0,0,1011,1,1.0,0,349.0,0.2248012997914628,31336,0,0,0.0,0,,
0,22,0,0,1,0,0,0,0,0,0,1,0,0,1735,1,2.0,0,861.0,0.3362522486940689,49543,0,1,7858.0,0,,514.0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,2043,3,1.0,1,1766.0,0.3599927629199027,47312,0,1,24483.0,0,,653.0
0,25,0,0,0,0,0,0,1,0,0,0,0,1,1330,3,0.0,0,14.0,0.3656791194750748,20804,0,0,0.0,0,,527.0
1,24,0,0,1,0,0,0,1,1,0,0,1,0,2605,0,2.0,0,654.0,0.1831677457425335,20365,0,1,5675.0,0,,
1,18,0,0,0,0,0,0,1,0,1,0,0,1,1596,1,1.0,0,156.0,0.1211834384530076,29687,0,1,4448.5,0,,
0,25,0,0,0,0,0,1,0,0,0,0,1,0,2310,2,0.0,1,2775.0,0.4984862993316791,18164,0,0,0.0,0,,517.0
1,20,0,0,0,0,0,1,1,0,1,0,1,0,1049,3,1.0,0,490.4,0.4175303145521314,46658,1,1,7468.299999999999,0,,
0,25,0,0,1,2,482,1,0,0,1,0,0,1,499,1,0.0,0,823.0,0.3582132793978155,32877,0,0,0.0,0,,535.0
1,19,0,0,0,0,0,1,0,0,0,0,0,0,1631,2,0.0,0,230.4,0.2373687490805728,52593,0,0,0.0,0,,
1,18,0,0,1,0,0,1,0,1,0,1,0,0,1368,2,2.0,1,2258.4,0.1938127808795575,37420,0,0,0.0,0,,
0,19,0,0,0,0,0,0,0,0,0,0,0,0,2608,0,1.0,0,722.4000000000001,0.3375198578072801,24360,0,0,0.0,0,,507.0
1,24,0,0,0,0,0,0,0,0,0,0,1,1,152,0,2.0,0,939.0,0.1682899190911544,23769,1,0,0.0,0,,
0,23,0,0,0,0,0,0,0,0,0,0,0,0,2704,2,0.0,0,394.0,0.0,35352,1,0,0.0,0,,584.0
1,19,0,0,0,0,0,0,0,0,0,0,1,0,1198,2,1.0,0,191.2,0.2554632084318656,50277,0,1,2053.8,0,,
1,20,0,0,1,0,0,1,0,1,0,1,1,0,2145,0,0.0,0,613.6,0.3236542065751441,33489,0,0,0.0,0,,
0,25,0,0,0,0,0,0,0,1,0,1,0,1,1622,2,1.0,0,11.0,0.2837877006630264,53009,0,0,0.0,1,,576.0
0,23,0,0,0,0,0,1,0,0,0,0,0,1,2554,1,2.0,0,443.0,0.165195123546629,35061,0,0,0.0,0,,669.0
0,25,0,0,0,0,0,1,0,0,1,0,0,0,2874,2,2.0,1,1673.0,0.1232676712570426,19868,0,0,0.0,0,,503.0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,1448,2,1.0,1,1835.2,0.2816086389647866,21545,0,0,0.0,0,,665.0
0,25,0,0,1,0,0,1,0,1,1,0,1,0,199,0,1.0,0,119.0,0.1677564306291136,23933,0,0,0.0,1,,556.0
0,24,0,0,0,0,0,0,0,0,1,0,0,0,1298,2,1.0,0,829.0,0.2012081267875134,25017,1,0,0.0,0,,522.0
0,23,0,0,0,0,0,0,0,0,0,0,0,0,1792,1,2.0,1,2439.0,0.1829482902639151,19293,0,0,0.0,0,,618.0
1,24,0,0,0,0,0,1,0,0,1,0,0,0,2664,2,0.0,0,387.0,0.3616205137188296,40820,0,0,0.0,0,,
1,19,0,0,0,0,0,0,1,0,0,0,1,0,1713,0,1.0,1,2221.6,0.1813669070551763,44267,1,1,10455.2,0,,
0,24,0,0,0,0,0,1,1,0,0,0,1,0,490,1,1.0,0,965.0,0.3377235445401195,20064,0,0,0.0,0,,532.0
1,20,0,0,1,2,392,0,0,1,0,1,0,1,123,2,1.0,0,697.6,0.4522169116772371,22710,0,0,0.0,1,,
1,19,0,0,0,0,0,1,0,0,0,0,0,0,963,2,1.0,0,221.6,0.2836792780225165,19130,0,1,2882.6,0,,
0,19,0,0,1,2,393,1,0,0,0,0,0,1,251,1,0.0,1,636.0,0.2434193370175807,33691,0,1,16306.499999999998,0,,539.0
1,19,0,0,0,0,0,0,0,0,0,0,1,1,175,0,2.0,0,427.2000000000001,0.2382750995688001,37422,1,0,0.0,0,,
1,18,0,0,0,0,0,0,0,0,0,0,0,0,50,2,2.0,0,14.4,0.3265974329696405,19234,1,1,17248.699999999997,0,,
1,25,0,0,0,0,0,1,0,0,1,0,0,0,1211,0,1.0,1,2714.0,0.1037756398640135,33624,0,0,0.0,0,,
1,18,0,0,0,0,0,1,0,0,1,0,0,0,914,0,2.0,0,96.0,0.0,39207,0,0,0.0,0,,
0,18,0,0,0,0,0,0,0,0,0,0,0,0,2879,1,0.0,0,94.4,0.0,29844,0,0,0.0,0,,569.0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,1590,0,0.0,0,234.4,0.221917541303814,25894,0,1,8628.9,0,,
1,23,0,0,1,0,0,0,0,1,0,0,0,0,830,0,2.0,0,985.0,0.4716482778288982,33990,0,0,0.0,1,,
0,25,0,0,0,0,0,0,0,0,0,0,1,1,2439,2,1.0,0,281.0,0.1680383638338437,54171,0,0,0.0,0,,645.0
0,24,0,0,0,0,0,0,0,0,0,0,1,0,2389,3,2.0,0,54.0,0.4734568330512768,26833,0,0,0.0,0,,679.0
0,22,1,25,1,0,0,0,0,0,0,0,1,0,1423,2,2.0,1,2991.0,0.1773703720700384,25837,0,0,0.0,1,1347.0690058934144,626.0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,2896,2,1.0,0,432.8,0.1576268114337045,37116,0,0,0.0,0,,625.0
0,24,0,0,1,0,0,0,0,1,0,0,0,0,1610,0,2.0,1,1913.0,0.4905943013149521,36302,0,0,0.0,1,,504.0
0,19,0,0,0,0,0,0,0,0,1,0,1,0,418,2,1.0,0,556.8000000000001,0.1883080422029162,27106,0,0,0.0,0,,530.0
0,20,0,0,0,0,0,1,0,0,1,0,0,0,1460,3,0.0,0,466.4,0.0,24590,0,0,0.0,0,,620.0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,1861,1,1.0,1,963.2,0.334875127151543,39415,0,0,0.0,0,,
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1051,2,0.0,0,238.4,0.0857341243280272,22318,1,0,0.0,0,,
0,25,0,0,1,1,96,0,0,1,0,1,0,0,2089,0,0.0,1,1748.0,0.0,53186,0,1,9804.0,0,,530.0
1,22,0,0,0,0,0,0,0,0,0,0,0,0,573,2,1.0,0,327.0,0.0974271017505608,23948,0,0,0.0,0,,
1,21,0,0,1,0,0,0,0,1,0,1,0,0,277,0,2.0,0,578.4,0.0,42312,0,1,15668.8,0,,
1,19,0,0,0,0,0,0,0,0,0,0,0,1,812,2,0.0,0,728.0,0.0439129604130507,37947,1,1,11347.0,0,,
0,24,0,0,0,0,0,1,0,1,1,1,0,0,980,0,2.0,0,262.0,0.1805862830298065,21625,0,0,0.0,1,,571.0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,818,0,2.0,0,464.0,0.4975827419802495,30631,1,0,0.0,0,,668.0
0,21,0,0,0,0,0,0,0,0,0,1,1,0,2827,1,2.0,0,529.6,0.3000625881164989,37984,0,1,13284.6,0,,658.0
0,22,0,0,1,1,480,1,1,0,0,0,0,0,734,1,0.0,1,2312.0,0.4090927364837336,46794,0,1,2615.0,0,,629.0
0,21,0,0,1,1,280,1,0,0,0,0,0,0,2650,2,1.0,1,284.0,0.3307087782630267,21538,0,0,0.0,0,,574.0
0,18,0,0,0,0,0,0,0,0,1,0,0,1,1976,0,2.0,0,652.0,0.5050876630898561,52310,1,1,7536.2,0,,545.0
0,25,0,0,1,0,0,1,1,1,1,0,1,0,2062,2,0.0,0,246.0,0.1282537018579666,35504,0,1,5370.0,1,,587.0
0,25,0,0,0,0,0,0,1,0,1,0,0,0,2547,3,1.0,1,1531.0,0.5412347041818841,20671,0,0,0.0,0,,525.0
0,23,0,0,0,0,0,1,0,1,0,1,1,0,761,1,0.0,0,648.0,0.2498904731819879,53899,0,1,23125.0,1,,665.0
1,25,0,0,0,0,0,0,0,0,0,0,1,0,1192,2,1.0,0,923.0,0.43279903095435,38917,0,0,0.0,0,,
1,23,0,0,0,0,0,1,0,0,1,0,0,1,582,3,0.0,0,89.0,0.3145130425160612,26598,0,1,13887.0,0,,
0,21,0,0,1,0,0,0,0,1,1,1,0,1,1569,3,1.0,1,1170.4,0.3238348066084894,21331,0,1,2050.3,0,,549.0
1,20,0,0,0,0,0,0,1,0,0,0,0,1,1087,2,0.0,0,26.4,0.2481625066101031,52952,1,0,0.0,0,,
0,24,0,0,1,1,492,0,0,0,0,0,0,1,2730,1,2.0,1,135.0,0.3122116620372602,51822,1,1,4669.0,0,,550.0
0,24,0,0,0,0,0,0,1,0,0,0,0,0,2452,3,1.0,0,958.0,0.2010122120249371,44547,1,0,0.0,0,,638.0
0,21,0,0,1,0,0,0,0,1,0,0,0,0,413,2,2.0,0,630.4000000000001,0.4062812656299234,42355,1,1,3833.2,0,,530.0
0,19,0,0,1,0,0,0,1,1,0,1,0,1,411,2,1.0,0,516.8000000000001,0.1105356079356047,35661,1,0,0.0,1,,622.0
1,19,0,0,0,0,0,1,1,0,1,0,1,0,2465,3,0.0,0,463.2000000000001,0.4750116070739143,29700,1,1,9761.5,0,,
1,25,0,0,0,0,0,0,0,0,0,0,0,0,2777,2,2.0,1,2936.0,0.0799234409867641,52022,0,1,23655.0,0,,
1,24,0,0,0,0,0,0,1,0,0,0,0,0,1214,0,1.0,0,509.0,0.3172536594995285,25649,1,0,0.0,0,,
0,24,0,0,0,0,0,0,0,0,0,0,1,0,1185,1,2.0,0,752.0,0.1896742350199253,34057,0,0,0.0,0,,553.0
1,23,0,0,0,0,0,0,0,0,0,0,0,0,583,0,0.0,1,2334.0,0.4657063424872227,21669,0,0,0.0,0,,
1,20,0,0,0,0,0,1,0,0,1,0,0,0,1454,0,1.0,0,670.4000000000001,0.4038827060745524,23171,0,1,13594.7,0,,
0,18,0,0,0,0,0,0,0,0,0,0,0,0,1785,1,1.0,1,609.6,0.0,29447,1,0,0.0,0,,647.0
1,19,0,0,1,0,0,0,1,1,0,1,1,0,1375,1,1.0,0,287.2,0.1133674403037021,45260,0,1,11708.2,0,,
0,24,0,0,0,0,0,0,0,0,0,0,1,0,1273,1,0.0,0,613.0,0.2180758212448163,50471,1,0,0.0,0,,533.0
0,23,0,0,0,0,0,1,0,0,0,0,0,1,1377,0,2.0,0,981.0,0.3679404545367449,34130,0,0,0.0,0,,544.0
0,22,0,0,0,0,0,1,0,0,1,0,0,0,783,1,0.0,1,1045.0,0.3253581575175156,35007,0,0,0.0,0,,629.0
1,23,0,0,0,0,0,1,0,0,1,0,0,0,1324,0,2.0,0,853.0,0.6009824315889996,38967,0,0,0.0,0,,
1,19,0,0,0,0,0,0,0,0,0,0,0,0,1937,0,1.0,0,52.0,0.359107336876365,18307,0,0,0.0,0,,
1,19,0,0,0,0,0,0,0,0,0,0,0,1,1960,0,1.0,0,715.2,0.4526111999199194,25056,0,1,11363.8,0,,
0,23,0,0,0,0,0,0,0,0,0,0,0,0,648,2,1.0,0,139.0,0.054045728249373,37337,0,0,0.0,0,,538.0
1,18,0,0,0,0,0,1,1,0,1,0,1,0,2406,1,0.0,0,195.2,0.5917348336040922,42232,1,1,8436.4,0,,
0,21,0,0,1,0,0,0,0,1,0,1,0,0,1183,0,0.0,0,704.8000000000001,0.42918230877229,28961,1,1,10856.3,1,,606.0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,2769,3,0.0,0,603.2,0.0910402098123865,46688,0,0,0.0,0,,
0,23,0,0,0,0,0,0,0,0,0,0,0,1,1657,2,2.0,0,589.0,0.0804123060658717,25645,0,1,9925.0,0,,603.0
0,24,0,0,0,0,0,1,0,0,1,0,1,0,2281,2,0.0,0,323.0,0.3844360619503685,53745,1,0,0.0,0,,600.0
0,23,0,0,1,0,0,1,0,0,1,0,0,0,2660,1,1.0,1,1822.0,0.5484845682933881,34249,1,0,0.0,1,554.3316995581513,557.0
0,20,0,0,0,0,0,1,0,0,0,0,0,0,1891,3,1.0,1,1416.0,0.3732486737289806,25076,0,1,7449.4,0,,590.0
1,21,0,0,0,0,0,0,0,0,0,0,0,0,166,1,2.0,1,1588.8000000000002,0.2058689640667505,51427,1,0,0.0,0,,
0,22,0,0,0,0,0,0,0,1,0,0,1,0,1029,1,1.0,0,320.0,0.3998597450625162,41279,0,0,0.0,1,,571.0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2800,0,2.0,1,1899.2,0.0563188052113368,40970,0,1,7310.799999999999,0,,
0,25,0,0,0,0,0,0,0,1,0,0,0,0,841,3,3.0,0,264.0,0.4758540707207776,54563,0,0,0.0,1,,506.0
0,22,0,0,0,0,0,0,0,0,0,0,1,1,609,3,1.0,0,876.0,0.4562924960770692,29255,0,0,0.0,0,,556.0
1,21,0,0,0,0,0,0,0,0,0,0,0,0,1272,2,0.0,0,729.6,0.3369266897272166,43433,0,1,12516.0,0,,
0,21,0,0,0,0,0,0,0,0,0,0,0,1,818,3,1.0,1,1868.0,0.0728237619831943,51149,0,0,0.0,0,,631.0
0,21,0,0,0,0,0,1,0,0,1,0,0,0,2767,0,0.0,0,285.6,0.0615556426581186,20483,0,0,0.0,0,,514.0
0,22,0,0,0,0,0,1,1,0,0,0,0,0,228,1,2.0,0,169.0,0.1855659600243883,19217,0,1,3502.0,0,,675.0
1,24,0,0,1,2,416,0,0,0,0,0,0,0,144,1,1.0,0,818.0,0.2230655300346773,23244,0,1,6321.0,0,,
0,21,0,0,0,0,0,1,0,0,1,0,1,1,2641,3,2.0,0,641.6,0.0090297328955967,26623,0,1,9346.4,0,,509.0
0,23,0,0,0,0,0,1,0,0,0,0,1,1,851,2,0.0,0,821.0,0.2672140934001588,43992,0,0,0.0,0,,606.0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,864,3,1.0,0,419.0,0.2365733181385462,45199,0,1,17034.0,0,,510.0
1,25,0,0,1,0,0,0,1,1,0,1,1,0,1389,3,2.0,1,1617.0,0.3893893492687591,26046,0,0,0.0,1,,
0,21,0,0,0,0,0,1,0,0,0,0,0,1,1320,3,1.0,0,404.0,0.3735055463635179,51484,1,0,0.0,0,,634.0
0,23,0,0,1,0,0,0,0,1,0,0,1,0,2102,1,1.0,0,272.0,0.4467964081602974,20416,0,1,13683.0,1,,608.0
1,24,0,0,0,0,0,0,0,0,1,0,0,0,1329,2,1.0,0,189.0,0.012175233889055,25935,1,0,0.0,0,,
0,20,0,0,0,0,0,0,0,0,0,0,1,0,1693,3,2.0,0,506.4,0.0412106861636054,20369,1,1,2017.4,0,,525.0
0,24,0,0,0,0,0,0,1,0,0,0,0,1,2040,3,0.0,1,1360.0,0.1677375124266044,33828,0,0,0.0,0,,528.0
0,25,0,0,1,0,0,0,1,1,1,0,0,0,1520,3,1.0,1,971.0,0.532754286956296,48268,0,0,0.0,0,,673.0
1,21,0,0,0,0,0,0,0,0,0,0,0,0,2020,2,0.0,1,1685.6,0.3392899044013216,21642,0,1,12358.5,0,,
0,25,0,0,1,0,0,1,1,1,0,0,0,0,1596,2,2.0,1,1871.0,0.3743079768568302,28372,0,0,0.0,0,,504.0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2924,1,1.0,0,96.0,0.132041045823857,46610,0,0,0.0,0,,631.0
1,19,0,0,0,0,0,1,0,0,1,0,1,0,2659,2,1.0,0,47.2,0.0,45559,1,0,0.0,0,,
0,21,0,0,0,0,0,1,0,0,1,0,0,0,707,3,1.0,0,18.4,0.0849565067055566,31029,1,0,0.0,0,,612.0
0,19,0,0,0,0,0,0,0,1,0,1,0,0,2355,3,1.0,1,351.20000000000005,0.049607562460355,46820,1,1,15312.499999999998,0,,604.0
1,23,0,0,0,0,0,0,0,0,0,0,0,0,536,1,0.0,0,932.0,0.5443883122510893,40480,0,0,0.0,0,,
1,20,0,0,0,0,0,0,1,0,0,0,0,0,769,2,2.0,0,378.4,0.3915646790315014,47753,0,1,2787.4,0,,
0,18,0,0,0,0,0,0,0,0,1,0,1,0,2390,3,0.0,0,162.4,0.1838046393673504,51207,0,1,14662.9,0,,640.0
1,25,0,0,0,0,0,0,1,0,0,0,0,0,1244,1,2.0,0,203.0,0.3310098408133263,39676,0,0,0.0,0,,
1,24,0,0,0,0,0,0,0,1,0,1,0,1,1732,1,2.0,0,237.0,0.6081321975614693,23962,0,0,0.0,1,,
1,20,0,0,0,0,0,0,0,0,0,0,0,0,1312,0,2.0,0,744.8000000000001,0.2636481275764789,19702,1,1,4389.7,0,,
1,21,0,0,0,0,0,0,0,0,1,0,0,1,2464,3,1.0,1,1116.0,0.5683669221679077,52930,0,1,12563.6,0,,
1,19,0,0,0,0,0,0,0,0,0,0,1,0,1573,2,2.0,0,547.2,0.5390627301768904,33098,0,1,10409.0,0,,
0,24,0,0,0,0,0,0,0,0,0,0,1,0,164,1,0.0,0,783.0,0.2361320274254615,53919,0,0,0.0,0,,612.0
1,19,0,0,0,0,0,0,0,0,0,0,1,0,2213,1,0.0,0,130.4,0.2630347067911308,19199,1,0,0.0,0,,
0,22,0,0,0,0,0,1,1,0,1,0,0,0,2501,2,2.0,1,2837.0,0.0186841654240253,35379,0,1,20261.0,0,,632.0
0,19,0,0,1,0,0,1,1,1,0,0,1,0,554,2,2.0,1,548.0,0.350520727097133,47604,1,1,17100.3,1,,634.0
0,22,0,0,0,0,0,1,0,0,0,0,1,1,994,1,0.0,0,807.0,0.2913230753933655,21672,0,0,0.0,0,,543.0
0,23,0,0,0,0,0,1,0,0,0,0,0,0,287,3,3.0,0,907.0,0.2947833043862532,54308,0,1,12540.0,0,,508.0
0,24,0,0,0,0,0,1,0,0,1,0,0,0,1662,3,2.0,1,2813.0,0.4723267291667312,37560,0,0,0.0,0,,594.0
0,24,0,0,0,0,0,0,1,1,0,1,0,0,81,0,0.0,0,26.0,0.2355027415675053,45220,0,0,0.0,1,,519.0
0,18,0,0,0,0,0,0,1,0,0,1,0,0,2692,2,1.0,0,559.2,0.3445304763871903,42881,1,0,0.0,0,,621.0
0,21,0,0,0,0,0,0,1,1,0,0,0,0,2285,3,1.0,0,14.4,0.0,53800,1,0,0.0,0,,588.0
0,22,0,0,1,0,0,1,0,1,1,0,1,0,2786,2,1.0,0,113.0,0.4294866830098254,52528,0,1,21059.0,0,,646.0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1858,3,2.0,0,76.80000000000001,0.4544542500962393,54940,0,0,0.0,0,,
0,19,0,0,0,0,0,0,0,0,0,0,0,1,2206,0,2.0,1,968.8,0.2428088564313774,25087,0,0,0.0,0,,649.0
0,19,0,0,0,0,0,0,1,0,0,0,0,1,2549,0,1.0,0,204.0,0.0440164224978204,20321,0,0,0.0,0,,572.0
0,18,0,0,1,0,0,1,0,0,0,1,1,0,256,3,2.0,0,256.0,0.1644127465859003,37856,1,1,1791.3,1,,528.0
0,24,0,0,0,0,0,1,1,0,1,0,0,0,2799,0,0.0,0,924.0,0.4019112520934076,50711,0,0,0.0,0,,579.0
1,19,0,0,0,0,0,0,0,0,1,0,0,0,294,1,2.0,1,948.0,0.2386476201208539,45215,0,0,0.0,0,,
1,25,0,0,0,0,0,0,0,0,0,0,0,1,1605,0,2.0,0,969.0,0.166936502345648,32418,0,0,0.0,0,,
0,23,0,0,1,0,0,0,0,1,0,0,1,0,2239,1,2.0,0,405.0,0.4473903730231694,36493,0,1,11070.0,0,,674.0
1,23,0,0,0,0,0,0,0,0,0,0,1,0,2507,3,3.0,1,668.0,0.2630699501625194,44825,0,0,0.0,0,,
0,25,0,0,0,0,0,1,0,1,1,1,0,0,1012,1,1.0,1,1233.0,0.2639832477212132,33032,0,0,0.0,0,,565.0
1,18,0,0,1,0,0,0,1,1,1,1,1,1,857,3,2.0,0,44.0,0.7014951291501814,24030,0,0,0.0,0,,
1,25,0,0,0,0,0,0,0,0,1,0,0,0,1779,1,2.0,0,712.0,0.6217143186857937,44605,1,1,10062.0,0,,
1,22,0,0,0,0,0,0,0,0,0,0,0,1,314,0,2.0,0,541.0,0.344040137966805,38778,1,0,0.0,0,,
1,22,0,0,0,0,0,0,0,0,0,0,0,0,167,1,2.0,0,161.0,0.2000374167393354,49602,0,0,0.0,0,,
1,18,0,0,0,0,0,0,0,0,1,0,0,1,816,3,0.0,0,330.40000000000003,0.5171002276781971,25354,0,1,7324.799999999999,0,,
0,25,0,0,0,0,0,0,0,0,0,0,1,0,1529,1,2.0,1,706.0,0.280014318634958,43947,0,0,0.0,0,,504.0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2905,2,0.0,0,510.0,0.0,43844,0,0,0.0,0,,550.0
0,24,0,0,0,0,0,1,1,0,0,0,0,0,2627,0,0.0,1,1469.0,0.2304490021110983,45235,0,0,0.0,0,,643.0
0,25,0,0,0,0,0,1,0,1,0,0,0,0,261,0,0.0,0,215.0,0.5324512512859907,48086,0,0,0.0,1,,567.0
1,24,0,0,0,0,0,0,0,0,0,0,1,0,2374,0,2.0,0,515.0,0.0,31760,1,0,0.0,0,,
1,22,0,0,0,0,0,0,0,0,0,0,1,1,2692,1,1.0,0,433.0,0.5336296810672777,25506,0,0,0.0,0,,
0,23,0,0,0,0,0,1,0,0,0,0,0,0,1558,0,1.0,0,189.0,0.2042476158698339,54158,0,1,3902.0,0,,621.0
0,22,0,0,1,0,0,0,0,0,0,1,0,0,1275,1,1.0,0,923.0,0.1945278698817905,44979,0,0,0.0,1,,672.0
0,24,0,0,0,0,0,0,1,0,0,0,1,1,802,2,0.0,1,617.0,0.197088209401441,40766,0,0,0.0,0,,608.0
0,20,0,0,0,0,0,0,1,0,0,0,1,1,360,2,2.0,0,252.8,0.3551854280283119,35985,0,0,0.0,0,,609.0
1,21,0,0,0,0,0,1,0,0,1,0,0,0,952,3,0.0,0,218.4,0.3628499494485722,25712,0,0,0.0,0,,
0,19,0,0,0,0,0,1,0,0,0,0,0,0,1199,3,1.0,0,320.8,0.0617276528996944,19858,0,0,0.0,0,,522.0
1,25,0,0,0,0,0,0,0,0,0,0,0,0,1066,2,1.0,1,2547.0,0.2367388042096031,41664,0,0,0.0,0,,
1,20,0,0,0,0,0,0,1,0,0,0,0,0,1567,1,2.0,0,333.6,0.4299110612439432,29399,1,1,9812.6,0,,
0,22,0,0,0,0,0,0,0,1,0,0,1,1,2109,1,2.0,1,1622.0,0.3917097327621245,28224,0,1,24446.0,0,,588.0
0,23,0,0,0,0,0,0,0,0,0,0,1,0,644,1,0.0,1,2576.0,0.4027969132676853,48598,1,0,0.0,0,,650.0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2482,2,2.0,1,1164.0,0.0,49854,0,0,0.0,0,,
0,22,0,0,0,0,0,0,0,0,0,0,1,0,1674,0,0.0,1,1957.0,0.7082898164697025,34265,0,0,0.0,0,,658.0
1,23,0,0,0,0,0,1,0,1,0,0,0,0,1305,3,1.0,1,382.0,0.0,54786,0,0,0.0,1,,
0,21,0,0,0,0,0,0,0,0,0,0,1,0,2451,1,2.0,0,346.40000000000003,0.3483861506239549,45182,0,1,16903.6,0,,606.0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,2295,0,1.0,0,950.0,0.1499006162242356,42737,1,1,22874.0,0,,674.0
0,24,0,0,1,0,0,1,0,1,0,0,0,0,2894,3,1.0,1,2720.0,0.0,45584,1,0,0.0,1,,533.0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2431,3,2.0,0,414.4,0.0471743847506439,28019,1,0,0.0,0,,
0,23,0,0,0,0,0,0,1,0,0,0,1,0,522,3,2.0,0,182.0,0.1051446735305552,24595,0,1,3783.0,0,,582.0
1,23,0,0,1,0,0,0,0,1,0,0,0,1,1147,0,1.0,0,918.0,0.3294835658032348,32312,0,0,0.0,1,,
0,23,0,0,0,0,0,0,1,0,1,0,0,1,764,1,2.0,1,2478.0,0.2100846367586662,34868,0,1,24684.0,0,,517.0
0,21,0,0,0,0,0,0,0,0,0,0,1,0,210,1,2.0,1,551.2,0.0,34006,0,1,15084.3,0,,507.0
1,22,0,0,0,0,0,0,0,0,0,0,1,0,1149,3,2.0,0,592.0,0.0,51458,1,0,0.0,0,,
0,21,0,0,0,0,0,0,0,0,0,0,0,0,2242,1,1.0,0,337.6,0.4496884300629594,26536,0,1,13419.7,0,,543.0
0,25,0,0,0,0,0,1,1,0,1,0,0,0,605,2,1.0,0,225.0,0.2903359172033161,43914,0,0,0.0,0,,606.0
1,19,0,0,0,0,0,1,0,0,1,0,0,0,101,3,1.0,0,210.4,0.1403951326727732,39164,0,1,5740.0,0,,
1,19,0,0,0,0,0,0,0,0,0,0,1,0,2210,1,1.0,0,232.8,0.3542876169219209,49028,1,1,13156.5,0,,
0,25,0,0,0,0,0,1,0,0,1,0,1,0,2811,1,0.0,0,723.0,0.4045719643286802,30040,0,0,0.0,0,,549.0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,1773,1,1.0,1,1247.0,0.277179233429068,29657,0,0,0.0,0,,631.0
1,24,0,0,0,0,0,0,1,0,0,0,0,0,1882,1,0.0,0,88.0,0.0,47739,0,0,0.0,0,,
0,21,0,0,0,0,0,0,0,0,0,1,0,1,931,3,2.0,0,377.6,0.306308209523774,40966,1,0,0.0,1,,557.0
1,18,0,0,0,0,0,1,0,0,1,0,0,0,764,1,0.0,0,285.6,0.2190446429406239,19208,0,0,0.0,0,,
1,23,0,0,0,0,0,0,1,0,0,0,0,0,2724,2,0.0,1,2308.0,0.130631336686171,34832,0,0,0.0,0,,
0,23,1,34,1,0,0,0,0,0,1,0,1,0,2177,1,0.0,0,570.0,0.3215281713906719,31704,0,1,10906.0,0,,639.0
1,22,0,0,1,0,0,0,0,1,0,1,0,0,1108,1,0.0,1,1875.0,0.097958092607215,20570,0,1,24801.0,0,,
0,24,0,0,0,0,0,0,0,0,0,0,0,0,2988,3,0.0,0,814.0,0.4903853016131178,29357,0,0,0.0,0,,659.0
1,19,0,0,0,0,0,0,0,0,0,1,0,0,1942,1,0.0,1,1474.4,0.0,53549,1,1,7681.099999999999,0,,
0,19,0,0,0,0,0,1,0,0,1,0,1,0,2876,2,1.0,0,247.2,0.3966287169959142,38368,0,0,0.0,0,,641.0
0,23,0,0,0,0,0,1,0,0,1,0,0,0,199,1,0.0,0,239.0,0.5010156703532997,33642,0,0,0.0,0,,561.0
0,22,0,0,0,0,0,0,0,0,0,0,0,1,1444,0,0.0,0,656.0,0.3421908014716943,48269,0,0,0.0,0,,518.0
0,21,0,0,0,0,0,0,0,0,1,0,0,0,795,2,1.0,0,684.0,0.3131964325018123,40251,0,0,0.0,0,,664.0
0,19,0,0,0,0,0,0,0,0,0,1,0,1,2508,2,1.0,1,396.8,0.0,40760,0,1,3505.6,0,,659.0
0,21,0,0,0,0,0,1,0,0,1,0,0,0,507,2,1.0,0,31.200000000000003,0.3255190795445042,54837,1,1,5415.9,0,,628.0
1,24,0,0,0,0,0,0,1,0,0,0,0,0,920,3,0.0,0,668.0,0.2331740521016422,26673,0,0,0.0,0,,
